Employee_ID,Age,Gender,Department,Role,Tenure_Years,Employment_Type,Education_Level,Marital_Status,Work_Location
E12791,40,Female,Operations,Process Engineer,7.3,Full-Time,Bachelor,Single,Atlanta
E12792,38,Male,Customer Support,Customer Success Manager,7.9,Full-Time,Master,Married,Austin
E12793,35,Male,Finance,Financial Analyst,5.0,Full-Time,Master,Single,Austin
E12794,33,Female,Sales,Sales Executive,2.7,Full-Time,Bachelor,Married,Austin
E12795,32,Male,Marketing,Marketing Analyst,3.4,Full-Time,Associate,Married,New York
E12796,35,Female,Finance,Senior Analyst,3.7,Part-Time,High School,Divorced,Chicago
E12797,23,Male,Engineering,Software Engineer,0.5,Full-Time,Bachelor,Divorced,Chicago
E12798,31,Female,Finance,Financial Analyst,2.4,Full-Time,Bachelor,Single,Seattle
E12799,40,Female,Customer Support,Customer Success Manager,12.2,Full-Time,Bachelor,Married,Atlanta
E12800,41,Female,Engineering,DevOps Engineer,9.5,Full-Time,Bachelor,Married,Seattle
E12801,37,Male,Product,Senior PM,7.6,Full-Time,Master,Married,Austin
E12802,33,Male,Customer Support,Senior Support Agent,4.4,Full-Time,Master,Married,Remote
E12803,42,Male,Customer Support,Senior Support Agent,5.7,Full-Time,Master,Divorced,New York
E12804,28,Female,Customer Support,Support Specialist,2.3,Part-Time,Master,Married,Boston
E12805,35,Male,HR,HR Manager,4.4,Contract,Bachelor,Single,Denver
E12806,33,Female,Customer Support,Support Team Lead,3.4,Full-Time,Master,Single,San Francisco
E12807,35,Male,Operations,Operations Manager,4.2,Full-Time,Bachelor,Married,Denver
E12808,46,Male,Engineering,Data Scientist,10.7,Full-Time,Bachelor,Married,Remote
E12809,40,Male,HR,L&D Specialist,6.9,Full-Time,Associate,Married,Remote
E12810,42,Female,Operations,Supply Chain Analyst,9.7,Full-Time,High School,Divorced,Austin
E12811,35,Female,Sales,Business Development Rep,6.1,Full-Time,Bachelor,Single,Seattle
E12812,26,Female,Finance,Financial Analyst,1.3,Contract,Associate,Married,Boston
E12813,36,Female,Operations,Supply Chain Analyst,4.2,Full-Time,Bachelor,Divorced,Boston
E12814,39,Non-Binary,Engineering,Tech Lead,10.1,Full-Time,Bachelor,Married,Atlanta
E12815,32,Female,Finance,Senior Analyst,2.9,Contract,Master,Married,Seattle
E12816,40,Male,Product,Senior PM,9.0,Full-Time,Bachelor,Single,Austin
E12817,25,Male,HR,HR Generalist,1.0,Full-Time,Bachelor,Single,Atlanta
E12818,34,Male,Engineering,DevOps Engineer,4.9,Full-Time,Master,Single,Atlanta
E12819,36,Non-Binary,Engineering,Tech Lead,4.7,Contract,Bachelor,Married,Chicago
E12820,28,Male,Sales,Sales Executive,1.4,Part-Time,Master,Married,San Francisco
E12821,30,Male,Customer Support,Support Specialist,2.0,Full-Time,Master,Divorced,New York
E12822,35,Female,Sales,Sales Manager,4.6,Full-Time,PhD,Single,New York
E12823,30,Male,Finance,Senior Analyst,3.3,Full-Time,Bachelor,Single,Austin
E12824,35,Female,Sales,Sales Manager,5.5,Full-Time,Bachelor,Single,San Francisco
E12825,35,Female,Sales,Sales Manager,6.0,Full-Time,Master,Married,Chicago
E12826,30,Female,Product,Associate PM,2.1,Full-Time,Associate,Divorced,Chicago
E12827,27,Female,Operations,Operations Analyst,1.9,Full-Time,High School,Married,Remote
E12828,33,Female,Engineering,Tech Lead,3.9,Full-Time,Bachelor,Married,Boston
E12829,35,Female,Marketing,Content Strategist,4.4,Full-Time,Master,Single,Seattle
E12830,39,Male,Engineering,DevOps Engineer,6.4,Full-Time,Associate,Single,Denver
E12831,48,Female,HR,L&D Specialist,8.0,Full-Time,Master,Married,Austin
E12832,32,Female,Operations,Operations Manager,4.2,Full-Time,Bachelor,Married,Chicago
E12833,40,Male,Engineering,Data Scientist,12.2,Full-Time,Master,Single,Remote
E12834,42,Male,Sales,Account Manager,8.4,Full-Time,Bachelor,Married,Remote
E12835,30,Male,Marketing,Marketing Analyst,2.5,Full-Time,Associate,Single,San Francisco
E12836,42,Female,Customer Support,Customer Success Manager,13.7,Full-Time,Bachelor,Married,Denver
E12837,37,Male,Customer Support,Support Team Lead,6.8,Full-Time,Bachelor,Divorced,Atlanta
E12838,34,Female,Engineering,Senior Engineer,4.3,Contract,Bachelor,Single,New York
E12839,41,Male,Operations,Process Engineer,8.3,Full-Time,Bachelor,Married,San Francisco
E12840,31,Male,Marketing,Brand Manager,3.0,Full-Time,PhD,Single,San Francisco
E12841,36,Male,Marketing,Brand Manager,6.5,Full-Time,Master,Divorced,Atlanta
E12842,33,Female,Operations,Process Engineer,5.1,Part-Time,Master,Single,Chicago
E12843,27,Male,Customer Support,Support Specialist,1.5,Full-Time,PhD,Married,Remote
E12844,32,Male,Customer Support,Support Team Lead,3.6,Full-Time,Bachelor,Single,Boston
E12845,29,Female,Finance,Financial Analyst,2.6,Full-Time,Bachelor,Married,San Francisco
E12846,40,Female,Sales,Business Development Rep,12.6,Full-Time,Master,Single,Denver
E12847,40,Female,Product,UX Designer,8.3,Contract,Master,Married,Denver
E12848,36,Female,Sales,Sales Manager,7.7,Full-Time,PhD,Single,Remote
E12849,29,Female,Finance,Senior Analyst,3.3,Full-Time,Master,Married,Austin
E12850,34,Female,Sales,Sales Manager,7.2,Full-Time,Master,Single,New York
E12851,35,Female,Operations,Operations Manager,4.4,Contract,Master,Single,Atlanta
E12852,32,Male,Sales,Sales Executive,3.5,Full-Time,Master,Married,Denver
E12853,27,Male,Engineering,Senior Engineer,1.5,Full-Time,Bachelor,Married,Atlanta
E12854,29,Male,Customer Support,Support Team Lead,3.4,Part-Time,Bachelor,Married,San Francisco
E12855,29,Female,Engineering,Senior Engineer,3.0,Full-Time,Master,Single,Remote
E12856,43,Female,HR,L&D Specialist,12.2,Part-Time,Master,Married,New York
E12857,33,Male,Sales,Sales Executive,2.7,Full-Time,Bachelor,Married,Seattle
E12858,35,Male,Engineering,DevOps Engineer,8.4,Full-Time,Bachelor,Married,Atlanta
E12859,40,Female,Engineering,DevOps Engineer,9.0,Full-Time,Master,Single,Denver
E12860,39,Female,Engineering,Senior Engineer,5.2,Full-Time,High School,Divorced,Chicago
E12861,40,Female,Product,UX Designer,9.7,Full-Time,Bachelor,Single,Atlanta
E12862,37,Female,Sales,Account Manager,7.0,Full-Time,Bachelor,Single,Chicago
E12863,42,Male,Customer Support,Customer Success Manager,13.8,Full-Time,Master,Single,Atlanta
E12864,31,Male,Finance,Finance Manager,4.7,Full-Time,Bachelor,Divorced,Seattle
E12865,38,Female,Marketing,Digital Marketer,5.6,Full-Time,Bachelor,Married,Remote
E12866,35,Female,Finance,Finance Manager,4.4,Full-Time,Master,Married,Boston
E12867,32,Female,HR,HR Manager,2.7,Full-Time,Bachelor,Single,Seattle
E12868,32,Male,Operations,Operations Analyst,2.2,Full-Time,Associate,Married,San Francisco
E12869,33,Male,Sales,Account Manager,3.8,Full-Time,PhD,Single,Denver
E12870,22,Male,Sales,Sales Executive,0.5,Full-Time,Master,Divorced,Remote
E12871,23,Female,Customer Support,Support Specialist,0.5,Full-Time,Bachelor,Married,Remote
E12872,30,Female,Customer Support,Customer Success Manager,5.3,Full-Time,Master,Married,Seattle
E12873,29,Female,Customer Support,Support Specialist,2.3,Full-Time,Master,Single,Chicago
E12874,32,Female,Marketing,Content Strategist,4.5,Full-Time,Master,Married,Denver
E12875,40,Male,Product,UX Designer,8.6,Full-Time,Bachelor,Married,Atlanta
E12876,24,Male,HR,HR Generalist,0.6,Full-Time,Bachelor,Married,Boston
E12877,34,Female,HR,HR Manager,4.0,Full-Time,Master,Married,San Francisco
E12878,31,Male,Engineering,Software Engineer,2.6,Full-Time,Bachelor,Married,Remote
E12879,23,Female,Finance,Financial Analyst,0.5,Full-Time,Associate,Married,Seattle
E12880,29,Female,Engineering,Tech Lead,3.1,Full-Time,Associate,Married,Atlanta
E12881,31,Male,Sales,Account Manager,4.1,Full-Time,Bachelor,Single,Boston
E12882,46,Male,Product,UX Designer,13.3,Full-Time,Bachelor,Single,Denver
E12883,38,Male,Engineering,Senior Engineer,5.9,Full-Time,High School,Married,Atlanta
E12884,34,Male,Engineering,Senior Engineer,3.7,Full-Time,Master,Single,Remote
E12885,36,Female,Engineering,DevOps Engineer,9.5,Part-Time,Bachelor,Single,New York
E12886,32,Female,Customer Support,Support Specialist,3.5,Full-Time,Bachelor,Single,Denver
E12887,37,Non-Binary,HR,L&D Specialist,8.6,Full-Time,Master,Married,Atlanta
E12888,28,Female,Marketing,Content Strategist,2.6,Part-Time,Bachelor,Single,New York
E12889,26,Male,Product,Senior PM,1.3,Full-Time,Master,Married,New York
E12890,28,Male,Product,Product Manager,1.3,Full-Time,High School,Divorced,Chicago
E12891,29,Female,Sales,Account Manager,2.0,Contract,High School,Married,Chicago
E12892,35,Male,Operations,Supply Chain Analyst,4.5,Full-Time,Bachelor,Married,San Francisco
E12893,22,Non-Binary,Product,Associate PM,0.5,Full-Time,PhD,Single,Atlanta
E12894,29,Male,Operations,Operations Analyst,1.6,Full-Time,Bachelor,Single,Seattle
E12895,22,Female,Engineering,Senior Engineer,0.5,Full-Time,Master,Single,New York
E12896,32,Non-Binary,Product,Product Manager,3.2,Full-Time,Bachelor,Divorced,New York
E12897,41,Female,HR,L&D Specialist,9.1,Part-Time,Bachelor,Married,San Francisco
E12898,27,Male,Sales,Sales Executive,1.1,Full-Time,Associate,Single,Remote
E12899,34,Female,Marketing,Content Strategist,4.8,Contract,Master,Married,Denver
E12900,38,Female,Engineering,Data Scientist,7.1,Full-Time,Bachelor,Single,Denver
E12901,28,Female,Engineering,Software Engineer,2.1,Full-Time,Bachelor,Married,Denver
E12902,35,Male,Operations,Operations Manager,5.9,Full-Time,Master,Single,Boston
E12903,23,Male,Engineering,Tech Lead,0.5,Full-Time,Bachelor,Single,Seattle
E12904,26,Female,Marketing,Marketing Analyst,0.9,Full-Time,Bachelor,Single,Atlanta
E12905,28,Non-Binary,HR,HR Generalist,2.1,Full-Time,Associate,Single,Boston
E12906,38,Male,Engineering,DevOps Engineer,7.3,Full-Time,PhD,Married,Atlanta
E12907,44,Female,Customer Support,Customer Success Manager,8.6,Full-Time,Bachelor,Married,New York
E12908,31,Male,Sales,Sales Manager,4.0,Full-Time,PhD,Single,Austin
E12909,26,Female,Sales,Sales Executive,1.5,Full-Time,Bachelor,Married,Seattle
E12910,31,Male,Sales,Business Development Rep,4.1,Full-Time,High School,Single,Austin
E12911,41,Female,Sales,Sales Manager,10.9,Full-Time,Master,Married,Boston
E12912,31,Female,Engineering,Senior Engineer,2.4,Full-Time,Bachelor,Single,Remote
E12913,26,Male,Operations,Operations Analyst,0.9,Full-Time,Bachelor,Single,Atlanta
E12914,31,Male,Customer Support,Senior Support Agent,3.8,Full-Time,Bachelor,Single,Atlanta
E12915,31,Male,Sales,Sales Executive,2.1,Full-Time,Bachelor,Married,Seattle
E12916,40,Female,Operations,Process Engineer,8.3,Full-Time,Master,Divorced,Atlanta
E12917,42,Female,Operations,Operations Manager,5.7,Full-Time,Master,Single,Chicago
E12918,33,Female,Product,Associate PM,3.7,Contract,Associate,Single,Chicago
E12919,33,Female,Marketing,Brand Manager,4.2,Full-Time,Master,Single,New York
E12920,36,Female,Sales,Business Development Rep,8.5,Full-Time,Bachelor,Married,New York
E12921,37,Non-Binary,Sales,Business Development Rep,8.9,Part-Time,Bachelor,Single,New York
E12922,22,Female,Operations,Operations Analyst,0.5,Part-Time,Bachelor,Single,Chicago
E12923,35,Male,Product,Senior PM,6.7,Full-Time,Master,Married,Atlanta
E12924,38,Female,Engineering,Tech Lead,8.1,Part-Time,Bachelor,Single,Denver
E12925,26,Male,Marketing,Marketing Analyst,1.4,Full-Time,Bachelor,Married,Chicago
E12926,28,Non-Binary,Customer Support,Senior Support Agent,2.8,Contract,PhD,Single,Atlanta
E12927,34,Male,Product,Product Manager,3.1,Full-Time,Master,Single,New York
E12928,22,Male,Customer Support,Support Specialist,0.5,Full-Time,Master,Married,Chicago
E12929,22,Male,Operations,Operations Analyst,0.5,Full-Time,Bachelor,Married,New York
E12930,30,Female,Marketing,Brand Manager,2.9,Full-Time,Master,Single,Denver
E12931,22,Male,Finance,Financial Analyst,0.5,Contract,Bachelor,Single,Chicago
E12932,30,Female,Operations,Operations Analyst,2.5,Full-Time,Master,Single,Seattle
E12933,27,Male,Engineering,Software Engineer,1.3,Part-Time,Associate,Single,Remote
E12934,38,Male,HR,L&D Specialist,9.9,Full-Time,Bachelor,Divorced,Denver
E12935,36,Male,Operations,Operations Manager,4.6,Full-Time,Associate,Married,Remote
E12936,29,Male,Engineering,Senior Engineer,3.4,Full-Time,Bachelor,Divorced,New York
E12937,35,Male,Product,Associate PM,6.4,Full-Time,Associate,Single,Remote
E12938,38,Male,Finance,Senior Analyst,6.7,Full-Time,Master,Married,Remote
E12939,33,Male,Customer Support,Support Team Lead,3.7,Full-Time,Master,Single,San Francisco
E12940,38,Male,Engineering,Tech Lead,6.1,Full-Time,Master,Married,Remote
E12941,27,Male,Sales,Sales Executive,1.5,Full-Time,Associate,Single,San Francisco
E12942,39,Female,Finance,Finance Manager,9.4,Full-Time,Bachelor,Married,New York
E12943,25,Male,Sales,Account Manager,0.9,Part-Time,PhD,Married,Denver
E12944,32,Male,Operations,Process Engineer,3.9,Full-Time,Associate,Married,Seattle
E12945,26,Male,Operations,Operations Analyst,0.9,Full-Time,Bachelor,Married,Remote
E12946,38,Female,Engineering,Data Scientist,9.6,Full-Time,Bachelor,Married,Boston
E12947,29,Male,HR,HR Manager,3.3,Full-Time,PhD,Single,Atlanta
E12948,31,Female,HR,HR Manager,2.3,Full-Time,Bachelor,Married,Chicago
E12949,34,Non-Binary,Sales,Account Manager,3.6,Full-Time,High School,Married,Austin
E12950,33,Male,Customer Support,Support Team Lead,5.6,Full-Time,Master,Single,San Francisco
E12951,25,Male,Product,Product Manager,1.1,Full-Time,Bachelor,Married,Seattle
E12952,30,Male,Operations,Operations Manager,3.6,Full-Time,Master,Divorced,New York
E12953,35,Male,Operations,Process Engineer,8.1,Full-Time,Associate,Divorced,Seattle
E12954,24,Male,Marketing,Marketing Analyst,0.5,Full-Time,Bachelor,Single,Atlanta
E12955,22,Male,Customer Support,Support Specialist,0.5,Full-Time,Bachelor,Married,Boston
E12956,35,Female,Operations,Supply Chain Analyst,7.7,Full-Time,Bachelor,Married,Denver
E12957,26,Male,Operations,Operations Analyst,1.6,Full-Time,Master,Single,Boston
E12958,35,Male,Product,Associate PM,5.2,Full-Time,PhD,Married,Denver
E12959,26,Female,Sales,Account Manager,1.7,Full-Time,Master,Married,Boston
E12960,36,Male,Product,UX Designer,9.6,Full-Time,Master,Married,Chicago
E12961,35,Male,Engineering,Software Engineer,3.8,Full-Time,Bachelor,Single,Chicago
E12962,24,Female,Sales,Sales Executive,0.5,Part-Time,Associate,Married,New York
E12963,34,Male,Sales,Sales Manager,6.0,Full-Time,Master,Single,Atlanta
E12964,27,Female,Customer Support,Senior Support Agent,2.5,Full-Time,Associate,Single,Remote
E12965,33,Male,Product,UX Designer,6.5,Full-Time,Bachelor,Married,Seattle
E12966,38,Female,Operations,Operations Manager,7.2,Full-Time,Master,Single,Austin
E12967,29,Female,Operations,Operations Analyst,2.0,Full-Time,Master,Married,Chicago
E12968,29,Male,Finance,Financial Analyst,1.5,Full-Time,Bachelor,Single,Chicago
E12969,32,Male,Customer Support,Customer Success Manager,4.1,Full-Time,Master,Married,Denver
E12970,29,Male,HR,HR Generalist,2.8,Full-Time,PhD,Married,New York
E12971,43,Female,Marketing,Digital Marketer,10.5,Full-Time,Bachelor,Married,Austin
E12972,36,Female,Engineering,Senior Engineer,3.5,Full-Time,Master,Married,Denver
E12973,41,Male,Product,UX Designer,13.0,Part-Time,Bachelor,Married,Denver
E12974,23,Female,Operations,Operations Analyst,0.5,Full-Time,PhD,Married,Denver
E12975,36,Female,Marketing,Brand Manager,7.7,Full-Time,Bachelor,Single,Chicago
E12976,45,Non-Binary,Engineering,Data Scientist,12.4,Full-Time,Master,Married,Seattle
E12977,28,Male,Product,Senior PM,2.0,Part-Time,Master,Single,Austin
E12978,31,Female,Engineering,Tech Lead,4.4,Full-Time,Master,Single,Austin
E12979,42,Male,Operations,Process Engineer,14.0,Full-Time,Master,Single,Austin
E12980,39,Female,Customer Support,Support Team Lead,5.3,Full-Time,Bachelor,Single,Boston
E12981,29,Male,Marketing,Brand Manager,3.9,Full-Time,Master,Single,Atlanta
E12982,38,Male,Sales,Sales Manager,5.9,Full-Time,Master,Single,Chicago
E12983,32,Female,Operations,Operations Manager,3.5,Part-Time,Bachelor,Married,San Francisco
E12984,31,Female,Product,Product Manager,2.5,Full-Time,High School,Single,Atlanta
E12985,36,Male,HR,L&D Specialist,9.3,Full-Time,Bachelor,Single,Denver
E12986,38,Female,Customer Support,Support Team Lead,7.2,Full-Time,Master,Married,Remote
E12987,31,Male,Engineering,Software Engineer,2.6,Full-Time,Master,Single,Austin
E12988,34,Male,HR,Recruiter,6.5,Full-Time,Master,Single,Remote
E12989,32,Male,Operations,Operations Manager,2.6,Full-Time,Bachelor,Married,San Francisco
E12990,29,Male,Product,Associate PM,1.9,Full-Time,Bachelor,Married,Chicago
E12991,38,Female,Engineering,Senior Engineer,4.1,Part-Time,Master,Divorced,San Francisco
E12992,28,Male,Product,Product Manager,2.0,Part-Time,Master,Single,Atlanta
E12993,35,Male,Finance,Accountant,6.9,Full-Time,Bachelor,Married,San Francisco
E12994,36,Female,Marketing,Digital Marketer,9.2,Full-Time,Master,Single,Remote
E12995,32,Male,Engineering,Senior Engineer,3.7,Full-Time,Bachelor,Single,San Francisco
E12996,42,Female,Product,UX Designer,8.6,Full-Time,Bachelor,Married,San Francisco
E12997,23,Female,Engineering,Software Engineer,0.5,Full-Time,Master,Married,Chicago
E12998,39,Male,Sales,Account Manager,5.5,Full-Time,Master,Single,Chicago
E12999,33,Male,Sales,Account Manager,5.3,Part-Time,Bachelor,Married,Boston
E13000,40,Female,Product,UX Designer,7.9,Full-Time,Master,Married,Austin
E13001,35,Male,Operations,Supply Chain Analyst,4.6,Full-Time,Bachelor,Single,Denver
E13002,28,Female,Product,Product Manager,1.8,Full-Time,Master,Single,Seattle
E13003,38,Female,Sales,Business Development Rep,5.9,Full-Time,Bachelor,Married,Atlanta
E13004,36,Female,Finance,Senior Analyst,3.6,Full-Time,Master,Single,Chicago
E13005,31,Male,Finance,Senior Analyst,3.4,Full-Time,Master,Married,Denver
E13006,42,Female,Product,UX Designer,8.5,Full-Time,High School,Divorced,Austin
E13007,33,Male,Customer Support,Support Team Lead,3.3,Contract,PhD,Single,Chicago
E13008,29,Male,Engineering,Software Engineer,1.8,Full-Time,High School,Married,Denver
E13009,25,Male,Operations,Operations Analyst,0.9,Full-Time,High School,Married,Austin
E13010,33,Male,Engineering,Software Engineer,3.1,Contract,Master,Married,Boston
E13011,25,Female,HR,HR Generalist,0.7,Full-Time,Master,Single,Remote
E13012,34,Male,Sales,Sales Manager,5.7,Full-Time,Associate,Single,New York
E13013,30,Male,Sales,Account Manager,3.4,Full-Time,PhD,Married,New York
E13014,30,Male,Sales,Account Manager,3.4,Full-Time,Master,Married,San Francisco
E13015,31,Male,Finance,Financial Analyst,2.5,Full-Time,Associate,Divorced,San Francisco
E13016,27,Female,Sales,Sales Executive,1.1,Full-Time,Master,Married,Austin
E13017,34,Female,Operations,Operations Analyst,3.6,Full-Time,Bachelor,Married,New York
E13018,35,Female,Marketing,Digital Marketer,8.6,Contract,Bachelor,Divorced,Remote
E13019,39,Female,Engineering,DevOps Engineer,8.7,Full-Time,Master,Single,Boston
E13020,28,Male,Product,Associate PM,1.8,Part-Time,Master,Single,Boston
E13021,33,Male,Sales,Account Manager,3.0,Full-Time,Master,Married,Denver
E13022,28,Female,Marketing,Marketing Analyst,2.3,Full-Time,Master,Single,Austin
E13023,38,Male,Operations,Process Engineer,9.8,Contract,Master,Divorced,Atlanta
E13024,40,Non-Binary,Sales,Sales Manager,7.1,Part-Time,Bachelor,Married,San Francisco
E13025,36,Non-Binary,Engineering,DevOps Engineer,6.3,Full-Time,Master,Single,Atlanta
E13026,34,Female,Marketing,Content Strategist,5.7,Full-Time,Bachelor,Single,Boston
E13027,35,Male,Customer Support,Customer Success Manager,5.4,Full-Time,Bachelor,Married,Atlanta
E13028,32,Male,Finance,Senior Analyst,3.8,Full-Time,PhD,Single,Chicago
E13029,23,Female,Operations,Operations Analyst,0.5,Full-Time,Master,Single,Austin
E13030,32,Female,Finance,Finance Manager,4.2,Full-Time,Bachelor,Married,Boston
E13031,42,Female,Engineering,Data Scientist,8.3,Full-Time,Master,Single,New York
E13032,35,Male,Marketing,Marketing Analyst,3.2,Full-Time,Bachelor,Single,New York
E13033,35,Female,Operations,Supply Chain Analyst,7.4,Part-Time,Associate,Married,Atlanta
E13034,42,Female,Engineering,Tech Lead,9.1,Full-Time,Master,Single,Boston
E13035,32,Male,Sales,Account Manager,4.5,Full-Time,Master,Divorced,Austin
E13036,26,Female,Sales,Sales Executive,1.2,Part-Time,Master,Single,Seattle
E13037,38,Male,Marketing,Content Strategist,7.8,Full-Time,Bachelor,Married,Remote
E13038,37,Female,Customer Support,Support Team Lead,8.6,Full-Time,Bachelor,Single,Atlanta
E13039,29,Male,Engineering,Senior Engineer,2.6,Full-Time,Master,Single,Remote
E13040,37,Female,HR,Recruiter,5.9,Full-Time,Bachelor,Married,Remote
E13041,37,Male,Engineering,DevOps Engineer,8.4,Full-Time,High School,Married,Remote
E13042,27,Male,Customer Support,Support Team Lead,2.5,Contract,PhD,Single,Austin
E13043,46,Female,Engineering,Data Scientist,12.0,Full-Time,Master,Single,Seattle
E13044,32,Male,Marketing,Marketing Analyst,3.6,Full-Time,Master,Single,Remote
E13045,35,Female,Operations,Operations Analyst,3.1,Full-Time,High School,Married,Chicago
E13046,33,Male,Operations,Operations Manager,3.7,Full-Time,Bachelor,Married,Seattle
E13047,27,Female,Marketing,Marketing Analyst,1.7,Full-Time,Bachelor,Single,Remote
E13048,38,Male,Sales,Sales Manager,6.0,Full-Time,Master,Single,San Francisco
E13049,42,Female,Marketing,Digital Marketer,10.1,Full-Time,Master,Married,Remote
E13050,35,Male,Sales,Sales Executive,5.1,Full-Time,Master,Married,Boston
E13051,31,Male,Engineering,Senior Engineer,3.7,Full-Time,Bachelor,Single,Atlanta
E13052,38,Female,HR,L&D Specialist,10.9,Contract,Master,Married,Remote
E13053,25,Male,Sales,Sales Executive,1.0,Full-Time,Master,Married,Austin
E13054,30,Non-Binary,Sales,Sales Executive,2.8,Full-Time,Master,Married,Seattle
E13055,32,Male,Operations,Process Engineer,5.6,Full-Time,PhD,Single,Boston
E13056,31,Female,Customer Support,Support Specialist,2.1,Contract,Master,Married,San Francisco
E13057,34,Male,Finance,Senior Analyst,4.6,Full-Time,Bachelor,Divorced,Boston
E13058,37,Female,Engineering,Tech Lead,5.6,Full-Time,PhD,Married,Denver
E13059,39,Male,Engineering,DevOps Engineer,11.9,Part-Time,Bachelor,Married,Atlanta
E13060,41,Male,Customer Support,Support Team Lead,7.2,Full-Time,PhD,Single,Seattle
E13061,31,Male,Sales,Sales Executive,2.2,Full-Time,Master,Married,Seattle
E13062,26,Female,Engineering,Software Engineer,1.3,Contract,Master,Married,San Francisco
E13063,29,Female,Finance,Senior Analyst,2.6,Full-Time,Bachelor,Single,Chicago
E13064,31,Female,Finance,Finance Manager,2.8,Full-Time,Associate,Married,Denver
E13065,41,Female,Finance,Accountant,7.5,Full-Time,Associate,Single,Remote
E13066,24,Male,Sales,Sales Executive,0.7,Contract,Master,Married,Atlanta
E13067,32,Male,Engineering,Software Engineer,3.0,Contract,Bachelor,Married,Denver
E13068,33,Male,Customer Support,Support Specialist,2.5,Full-Time,Bachelor,Married,Chicago
E13069,28,Female,Sales,Account Manager,2.2,Full-Time,PhD,Married,Seattle
E13070,34,Male,Operations,Supply Chain Analyst,4.5,Part-Time,Bachelor,Married,Austin
E13071,32,Female,Operations,Operations Manager,3.1,Full-Time,Master,Single,Austin
E13072,39,Male,Finance,Finance Manager,10.0,Full-Time,Bachelor,Single,Seattle
E13073,45,Male,Sales,Business Development Rep,9.5,Full-Time,Bachelor,Single,Seattle
E13074,28,Female,Sales,Sales Manager,1.9,Full-Time,Master,Single,Austin
E13075,37,Male,Finance,Accountant,10.3,Full-Time,Master,Divorced,Boston
E13076,27,Male,Product,Product Manager,1.8,Full-Time,Associate,Single,Remote
E13077,33,Female,Customer Support,Customer Success Manager,4.8,Full-Time,Bachelor,Married,Atlanta
E13078,37,Male,Engineering,DevOps Engineer,7.4,Full-Time,Master,Married,Chicago
E13079,44,Male,Engineering,Data Scientist,14.9,Full-Time,Associate,Married,Austin
E13080,37,Female,Customer Support,Customer Success Manager,7.1,Full-Time,Bachelor,Married,New York
E13081,32,Female,Operations,Process Engineer,5.5,Full-Time,Master,Single,New York
E13082,39,Male,Product,Product Manager,5.2,Part-Time,Master,Single,Seattle
E13083,29,Female,Engineering,Software Engineer,2.0,Full-Time,Master,Married,New York
E13084,28,Female,Finance,Financial Analyst,2.0,Full-Time,Bachelor,Single,Denver
E13085,31,Male,Operations,Supply Chain Analyst,4.0,Contract,Bachelor,Single,Chicago
E13086,29,Female,Operations,Operations Analyst,1.4,Part-Time,Master,Married,Denver
E13087,27,Female,Marketing,Marketing Analyst,1.8,Contract,Bachelor,Married,Seattle
E13088,24,Male,Engineering,Senior Engineer,0.6,Part-Time,Bachelor,Single,San Francisco
E13089,27,Female,Finance,Senior Analyst,1.8,Full-Time,Master,Single,Denver
E13090,38,Female,Sales,Sales Manager,7.6,Full-Time,Master,Single,Remote
E13091,43,Female,Marketing,Brand Manager,10.2,Full-Time,Associate,Married,Boston
E13092,33,Female,Customer Support,Senior Support Agent,3.9,Full-Time,Bachelor,Married,New York
E13093,36,Male,Marketing,Content Strategist,6.1,Full-Time,Bachelor,Single,Chicago
E13094,27,Male,Product,Product Manager,1.1,Contract,Master,Married,Seattle
E13095,38,Female,Engineering,DevOps Engineer,9.3,Full-Time,Master,Married,Seattle
E13096,32,Female,Operations,Operations Analyst,3.7,Full-Time,Bachelor,Married,Seattle
E13097,42,Male,Customer Support,Support Team Lead,11.3,Full-Time,High School,Single,Chicago
E13098,40,Male,Engineering,Tech Lead,8.5,Full-Time,Master,Single,Austin
E13099,38,Female,Engineering,Data Scientist,8.4,Full-Time,Master,Divorced,Boston
E13100,35,Female,Marketing,Brand Manager,4.5,Full-Time,Master,Divorced,Chicago
E13101,36,Male,Engineering,Tech Lead,5.7,Full-Time,Master,Married,Atlanta
E13102,37,Female,Operations,Process Engineer,8.1,Full-Time,PhD,Married,Chicago
E13103,37,Male,Customer Support,Support Team Lead,5.4,Full-Time,Bachelor,Single,Austin
E13104,31,Male,Marketing,Marketing Analyst,3.5,Full-Time,Bachelor,Divorced,Boston
E13105,43,Male,Sales,Business Development Rep,13.3,Full-Time,High School,Married,Remote
E13106,42,Female,Marketing,Brand Manager,6.2,Full-Time,PhD,Married,Chicago
E13107,27,Female,Operations,Operations Analyst,1.6,Full-Time,Bachelor,Married,Denver
E13108,26,Male,Engineering,Senior Engineer,1.8,Full-Time,Bachelor,Single,Seattle
E13109,40,Male,Finance,Accountant,7.8,Full-Time,High School,Single,Seattle
E13110,43,Female,Finance,Finance Manager,9.1,Full-Time,Bachelor,Married,Denver
E13111,33,Male,Finance,Finance Manager,4.6,Full-Time,High School,Married,Chicago
E13112,41,Female,Sales,Business Development Rep,8.0,Full-Time,Bachelor,Married,San Francisco
E13113,31,Female,Operations,Operations Analyst,2.9,Contract,PhD,Married,Chicago
E13114,36,Male,Engineering,Tech Lead,8.4,Full-Time,Bachelor,Single,Seattle
